chaju_id,credit_class,score_risk,gender,age,agegroup,job,edu,dwell_type,house_type,marriage,income_home_grp,income_ind_grp,expenditure_grp,child_cd,no_child,flag_priv_biz_cd
C-1195,C05,438,여성,35,30대,판매/서비스직,전문대학 졸업,자가,아파트,미혼,200-299만원,200-299만원,100-199만원,Y,0,N
C-1196,C04,341,남성,57,50대,행정관리/전문직,대학교 졸업,자가,단독주택,기혼,1000만원 이상,600-699만원,100-199만원,N,2,N
C-1197,C05,438,여성,30,30대,전업주부,대학교 졸업,전세,아파트,기혼,300-399만원,모름/무응답,100-199만원,Y,0,N
C-1198,C04,388,여성,32,30대,사무직,전문대학 졸업,전세,연립/다세대/빌라,기혼,500-599만원,100-199만원,100-199만원,N,1,N
C-1199,C06,568,남성,35,30대,사무직,대학교 졸업,자가,아파트,기혼,300-399만원,300-399만원,300-399만원,N,1,N
C-1200,C07,608,남성,35,30대,사무직,대학교 졸업,자가,아파트,미혼,700-799만원,300-399만원,99만원 이하,Y,0,N
C-1201,C05,471,남성,58,50대,기능/노무직,고등학교 졸업,자가,아파트,기혼,400-499만원,400-499만원,100-199만원,N,2,N
C-1202,C04,398,여성,35,30대,사무직,대학교 졸업,전세,아파트,기혼,500-599만원,200-299만원,100-199만원,Y,0,N
C-1203,C04,371,여성,53,50대,전업주부,고등학교 졸업,자가,아파트,기혼,400-499만원,모름/무응답,200-299만원,N,1,N
C-1204,C05,465,남성,25,20대,무직/기타,고등학교 졸업,전세,연립/다세대/빌라,미혼,300-399만원,모름/무응답,99만원 이하,Y,0,N
C-1205,C05,418,남성,44,40대,행정관리/전문직,대학교 졸업,자가,아파트,기혼,1000만원 이상,800-899만원,200-299만원,N,2,N
C-1206,C04,365,여성,81,80대이상,학생(재수생포함),고등학교 졸업,자가,연립/다세대/빌라,미혼,500-599만원,모름/무응답,99만원 이하,Y,0,N
C-1207,C04,361,여성,52,50대,전업주부,고등학교 졸업,자가,단독주택,기혼,200-299만원,모름/무응답,99만원 이하,N,2,N
C-1208,C05,418,여성,48,40대,사무직,고등학교 졸업,자가,아파트,기혼,500-599만원,200-299만원,99만원 이하,N,2,N
C-1209,C06,504,남성,61,60대,기능/노무직,고등학교 졸업,자가,단독주택,기혼,100-199만원,100-199만원,99만원 이하,N,2,N
C-1210,C05,481,여성,56,50대,전업주부,중학교 졸업,자가,단독주택,기혼,500-599만원,모름/무응답,100-199만원,N,2,N
C-1211,C03,297,남성,73,70대,사무직,대학교 졸업,자가,아파트,기혼,400-499만원,400-499만원,200-299만원,N,2,N
C-1212,C05,404,여성,64,60대,판매/서비스직,고등학교 졸업,자가,단독주택,기혼,600-699만원,300-399만원,200-299만원,N,2,N
C-1213,C05,498,여성,31,30대,판매/서비스직,대학교 졸업,월세,연립/다세대/빌라,미혼,200-299만원,200-299만원,100-199만원,Y,0,N
C-1214,C05,488,남성,33,30대,사무직,대학교 졸업,전세,연립/다세대/빌라,미혼,300-399만원,300-399만원,100-199만원,Y,0,N
C-1215,C05,475,여성,26,20대,사무직,대학교 졸업,전세,기타,미혼,300-399만원,100-199만원,99만원 이하,Y,0,N
C-1216,C04,394,여성,63,60대,판매/서비스직,고등학교 졸업,자가,단독주택,기혼,300-399만원,100-199만원,100-199만원,N,2,N
C-1217,C07,601,여성,56,50대,사무직,고등학교 졸업,자가,연립/다세대/빌라,기혼,400-499만원,100-199만원,99만원 이하,N,1,N
C-1218,C05,488,남성,44,40대,판매/서비스직,전문대학 졸업,자가,연립/다세대/빌라,기혼,500-599만원,300-399만원,99만원 이하,N,2,N
C-1219,C03,297,여성,76,70대,사무직,전문대학 졸업,전세,아파트,기혼,400-499만원,100-199만원,99만원 이하,N,1,N
C-1220,C06,508,여성,39,30대,전업주부,고등학교 졸업,자가,아파트,기혼,400-499만원,모름/무응답,200-299만원,N,2,N
C-1221,C05,474,남성,63,60대,판매/서비스직,고등학교 졸업,자가,단독주택,기혼,300-399만원,100-199만원,99만원 이하,N,2,Y
C-1222,C04,358,여성,45,40대,사무직,대학교 졸업,자가,연립/다세대/빌라,기혼,600-699만원,300-399만원,200-299만원,N,2,N
C-1223,C05,458,남성,39,30대,사무직,대학교 졸업,자가,아파트,기혼,300-399만원,300-399만원,100-199만원,N,2,Y
C-1224,C04,354,여성,61,60대,전업주부,고등학교 졸업,자가,아파트,기혼,400-499만원,모름/무응답,200-299만원,N,2,N
C-1225,C07,678,남성,41,40대,판매/서비스직,고등학교 졸업,월세,아파트,미혼,300-399만원,300-399만원,100-199만원,Y,0,N
C-1226,C04,340,여성,21,20대,학생(재수생포함),대학교 재학,자가,아파트,미혼,700-799만원,모름/무응답,99만원 이하,Y,0,N
C-1227,C06,558,여성,49,40대,판매/서비스직,고등학교 졸업,자가,연립/다세대/빌라,기혼,500-599만원,200-299만원,100-199만원,N,2,N
C-1228,C05,424,여성,62,60대,전업주부,중학교 졸업,자가,연립/다세대/빌라,기혼,200-299만원,모름/무응답,99만원 이하,N,2,N
C-1229,C07,648,여성,43,40대,판매/서비스직,고등학교 졸업,월세,연립/다세대/빌라,미혼,200-299만원,200-299만원,99만원 이하,Y,0,N
C-1230,C04,388,여성,48,40대,판매/서비스직,대학교 졸업,전세,아파트,기혼,500-599만원,100-199만원,100-199만원,N,2,N
C-1231,C05,458,남성,46,40대,판매/서비스직,대학교 졸업,자가,아파트,기혼,900-999만원,600-699만원,200-299만원,Y,0,N
C-1232,C04,307,남성,71,70대,학생(재수생포함),대학교 재학,자가,아파트,미혼,500-599만원,모름/무응답,99만원 이하,Y,0,N
C-1233,C04,335,여성,28,20대,사무직,대학교 졸업,자가,연립/다세대/빌라,미혼,700-799만원,100-199만원,99만원 이하,Y,0,N
C-1234,C03,290,여성,22,20대,사무직,전문대학 졸업,자가,아파트,미혼,1000만원 이상,100-199만원,99만원 이하,Y,0,N
C-1235,C04,308,남성,37,30대,행정관리/전문직,대학교 졸업,전세,단독주택,미혼,600-699만원,300-399만원,99만원 이하,Y,0,Y
C-1236,C03,258,남성,49,40대,행정관리/전문직,대학교 졸업,자가,단독주택,기혼,1000만원 이상,1000만원 이상,200-299만원,N,2,N
C-1237,C05,441,남성,55,50대,기능/노무직,고등학교 졸업,자가,연립/다세대/빌라,기혼,200-299만원,200-299만원,100-199만원,N,1,N
C-1238,C06,514,남성,60,60대,무직/기타,고등학교 졸업,자가,단독주택,기혼,100-199만원,100-199만원,99만원 이하,N,2,N
C-1239,C06,505,남성,29,20대,학생(재수생포함),대학원 재학,전세,상가주택,미혼,500-599만원,모름/무응답,99만원 이하,Y,0,N
C-1240,C07,631,남성,56,50대,기능/노무직,고등학교 졸업,전세,연립/다세대/빌라,기타(이혼/별거/사별),200-299만원,200-299만원,99만원 이하,N,1,N
C-1241,C05,498,여성,39,30대,전업주부,대학교 졸업,전세,아파트,기혼,400-499만원,모름/무응답,200-299만원,N,2,N
C-1242,C03,285,여성,80,80대이상,학생(재수생포함),대학교 재학,자가,아파트,미혼,700-799만원,모름/무응답,99만원 이하,Y,0,N
C-1243,C06,558,남성,43,40대,판매/서비스직,대학교 졸업,자가,아파트,기혼,500-599만원,500-599만원,100-199만원,N,2,N
C-1244,C07,674,여성,62,60대,전업주부,고등학교 졸업,자가,연립/다세대/빌라,기타(이혼/별거/사별),99만원 이하,모름/무응답,99만원 이하,N,3,N
C-1245,C05,411,남성,53,50대,무직/기타,고등학교 졸업,자가,단독주택,기혼,200-299만원,모름/무응답,99만원 이하,N,2,N
C-1246,C06,508,남성,44,40대,판매/서비스직,전문대학 졸업,자가,연립/다세대/빌라,기혼,500-599만원,300-399만원,99만원 이하,N,2,N
C-1247,C05,448,남성,47,40대,행정관리/전문직,대학원 졸업,전세,연립/다세대/빌라,기혼,500-599만원,300-399만원,100-199만원,N,1,Y
C-1248,C03,275,여성,82,80대이상,사무직,대학교 졸업,자가,아파트,미혼,600-699만원,200-299만원,100-199만원,Y,0,N
C-1249,C04,395,남성,29,20대,기능/노무직,전문대학 졸업,전세,아파트,미혼,200-299만원,200-299만원,99만원 이하,Y,0,N
C-1250,C05,485,남성,25,20대,판매/서비스직,고등학교 졸업,월세,연립/다세대/빌라,기혼,200-299만원,200-299만원,99만원 이하,Y,0,N
C-1251,C04,378,여성,48,40대,판매/서비스직,대학교 졸업,자가,아파트,기타(이혼/별거/사별),800-899만원,200-299만원,100-199만원,N,2,N
C-1252,C05,494,여성,62,60대,판매/서비스직,고등학교 졸업,자가,단독주택,기혼,100-199만원,100-199만원,99만원 이하,N,2,N
C-1253,C06,598,여성,40,40대,전업주부,고등학교 졸업,자가,아파트,기혼,300-399만원,모름/무응답,100-199만원,Y,0,N
C-1254,C05,478,여성,49,40대,판매/서비스직,전문대학 졸업,자가,아파트,기혼,500-599만원,200-299만원,100-199만원,N,2,N
C-1255,C05,441,여성,58,50대,판매/서비스직,고등학교 졸업,자가,아파트,기혼,800-899만원,200-299만원,100-199만원,N,1,N
C-1256,C05,458,여성,40,40대,행정관리/전문직,전문대학 졸업,자가,연립/다세대/빌라,기혼,600-699만원,300-399만원,100-199만원,N,2,N
C-1257,C04,395,남성,29,20대,사무직,대학교 졸업,자가,아파트,미혼,1000만원 이상,200-299만원,100-199만원,Y,0,N
C-1258,C04,321,남성,56,50대,기능/노무직,고등학교 졸업,자가,아파트,기혼,500-599만원,300-399만원,99만원 이하,N,2,N
C-1259,C04,355,여성,84,80대이상,학생(재수생포함),대학교 재학,자가,연립/다세대/빌라,미혼,400-499만원,모름/무응답,99만원 이하,Y,0,N
C-1260,C05,495,여성,27,20대,판매/서비스직,대학교 졸업,월세,오피스텔,미혼,200-299만원,200-299만원,100-199만원,Y,0,N
C-1261,C04,394,남성,61,60대,기능/노무직,중학교 졸업,자가,아파트,기혼,200-299만원,100-199만원,99만원 이하,N,2,N
C-1262,C05,491,여성,52,50대,판매/서비스직,고등학교 졸업,자가,아파트,기혼,400-499만원,100-199만원,100-199만원,N,1,N
C-1263,C04,398,여성,39,30대,전업주부,전문대학 졸업,자가,아파트,기혼,500-599만원,모름/무응답,99만원 이하,N,2,N
C-1264,C07,658,남성,37,30대,사무직,전문대학 졸업,전세,아파트,기혼,600-699만원,300-399만원,100-199만원,N,1,N
C-1265,C05,455,남성,26,20대,기능/노무직,고등학교 졸업,자가,아파트,미혼,500-599만원,100-199만원,99만원 이하,Y,0,N
C-1266,C07,608,남성,30,30대,판매/서비스직,전문대학 졸업,전세,연립/다세대/빌라,미혼,300-399만원,300-399만원,100-199만원,Y,0,Y
C-1267,C06,508,여성,42,40대,전업주부,대학교 졸업,자가,아파트,기혼,500-599만원,모름/무응답,100-199만원,N,2,N
C-1268,C06,564,여성,69,60대,기능/노무직,중학교 졸업,자가,연립/다세대/빌라,기타(이혼/별거/사별),100-199만원,100-199만원,99만원 이하,N,2,N
C-1269,C06,504,남성,63,60대,판매/서비스직,고등학교 졸업,월세,상가주택,기타(이혼/별거/사별),400-499만원,200-299만원,99만원 이하,N,1,Y
C-1270,C04,368,여성,42,40대,전업주부,고등학교 졸업,전세,아파트,기혼,300-399만원,모름/무응답,99만원 이하,N,1,N
C-1271,C05,475,남성,28,20대,사무직,대학교 졸업,전세,아파트,미혼,200-299만원,200-299만원,100-199만원,Y,0,N
C-1272,C03,258,여성,30,30대,행정관리/전문직,대학교 졸업,전세,아파트,기혼,900-999만원,500-599만원,100-199만원,Y,0,N
C-1273,C05,458,남성,30,30대,기능/노무직,대학교 졸업,자가,아파트,미혼,900-999만원,300-399만원,100-199만원,Y,0,N
C-1274,C05,405,여성,27,20대,무직/기타,대학교 졸업,자가,연립/다세대/빌라,미혼,600-699만원,모름/무응답,99만원 이하,Y,0,N
C-1275,C04,308,남성,37,30대,행정관리/전문직,대학교 졸업,자가,연립/다세대/빌라,기혼,800-899만원,700-799만원,200-299만원,Y,0,N
C-1276,C07,698,남성,31,30대,판매/서비스직,고등학교 졸업,월세,오피스텔,미혼,200-299만원,200-299만원,100-199만원,Y,0,Y
C-1277,C02,185,남성,82,80대이상,행정관리/전문직,대학교 졸업,자가,아파트,기혼,800-899만원,600-699만원,99만원 이하,N,2,N
C-1278,C05,481,남성,52,50대,기능/노무직,고등학교 졸업,자가,아파트,기혼,400-499만원,400-499만원,99만원 이하,N,2,N
C-1279,C05,438,남성,34,30대,사무직,대학교 졸업,자가,아파트,미혼,400-499만원,200-299만원,100-199만원,Y,0,N
C-1280,C06,554,남성,66,60대,무직/기타,고등학교 졸업,자가,연립/다세대/빌라,기혼,100-199만원,100-199만원,99만원 이하,N,2,N
C-1281,C05,421,여성,59,50대,기능/노무직,고등학교 졸업,자가,아파트,기타(이혼/별거/사별),400-499만원,100-199만원,100-199만원,N,3,N
C-1282,C05,408,여성,48,40대,판매/서비스직,고등학교 졸업,자가,단독주택,기혼,600-699만원,200-299만원,100-199만원,N,2,N
C-1283,C04,338,남성,36,30대,행정관리/전문직,대학교 졸업,자가,아파트,기혼,800-899만원,400-499만원,100-199만원,N,1,N
C-1284,C04,335,남성,81,80대이상,판매/서비스직,고등학교 졸업,자가,아파트,기혼,400-499만원,200-299만원,99만원 이하,N,2,Y
C-1285,C05,428,남성,36,30대,기능/노무직,전문대학 졸업,전세,연립/다세대/빌라,기혼,400-499만원,200-299만원,200-299만원,N,2,N
C-1286,C06,518,여성,45,40대,기능/노무직,고등학교 졸업,자가,아파트,기혼,500-599만원,200-299만원,100-199만원,N,1,Y
C-1287,C05,438,남성,42,40대,행정관리/전문직,대학교 졸업,전세,아파트,기혼,300-399만원,300-399만원,100-199만원,N,1,Y
C-1288,C06,541,여성,50,50대,판매/서비스직,고등학교 졸업,자가,단독주택,기혼,700-799만원,200-299만원,100-199만원,N,2,N
C-1289,C05,418,남성,44,40대,무직/기타,전문대학 졸업,전세,아파트,기혼,200-299만원,모름/무응답,99만원 이하,N,1,N
C-1290,C06,524,남성,60,60대,기능/노무직,고등학교 졸업,자가,아파트,기혼,200-299만원,200-299만원,100-199만원,N,2,Y
C-1291,C05,404,남성,65,60대,기능/노무직,고등학교 졸업,자가,단독주택,기혼,100-199만원,100-199만원,99만원 이하,N,2,N
C-1292,C04,344,여성,61,60대,전업주부,고등학교 졸업,자가,아파트,기혼,400-499만원,모름/무응답,200-299만원,N,2,N
C-1293,C06,571,여성,59,50대,전업주부,고등학교 졸업,자가,연립/다세대/빌라,기혼,300-399만원,모름/무응답,100-199만원,Y,0,N
C-1294,C04,318,남성,43,40대,사무직,대학교 졸업,전세,아파트,기혼,500-599만원,300-399만원,100-199만원,N,1,N
C-1295,C04,374,여성,61,60대,판매/서비스직,전문대학 졸업,자가,연립/다세대/빌라,기혼,900-999만원,200-299만원,100-199만원,N,2,N
C-1296,C04,327,남성,74,70대,기능/노무직,고등학교 졸업,자가,아파트,기혼,300-399만원,200-299만원,99만원 이하,N,2,N
C-1297,C04,381,남성,59,50대,기능/노무직,중학교 졸업,자가,아파트,기혼,600-699만원,200-299만원,100-199만원,N,2,N
C-1298,C05,420,여성,23,20대,학생(재수생포함),대학교 재학,자가,아파트,미혼,700-799만원,모름/무응답,99만원 이하,Y,0,N
C-1299,C07,648,남성,48,40대,판매/서비스직,고등학교 졸업,월세,연립/다세대/빌라,기혼,200-299만원,200-299만원,100-199만원,N,1,N
C-1300,C05,447,여성,73,70대,무직/기타,중학교 졸업,자가,아파트,기타(이혼/별거/사별),99만원 이하,모름/무응답,99만원 이하,N,1,Y
C-1301,C05,438,여성,36,30대,사무직,대학교 졸업,자가,아파트,기혼,500-599만원,200-299만원,100-199만원,N,2,N
C-1302,C04,358,여성,39,30대,판매/서비스직,전문대학 졸업,자가,아파트,미혼,800-899만원,300-399만원,100-199만원,Y,0,N
C-1303,C05,431,여성,53,50대,판매/서비스직,전문대학 졸업,자가,연립/다세대/빌라,기혼,500-599만원,100-199만원,200-299만원,N,1,N
C-1304,C04,307,남성,71,70대,학생(재수생포함),대학교 재학,자가,아파트,미혼,500-599만원,모름/무응답,99만원 이하,Y,0,N
C-1305,C04,327,남성,74,70대,기능/노무직,고등학교 졸업,자가,아파트,기혼,300-399만원,200-299만원,99만원 이하,N,2,N
C-1306,C03,227,남성,78,70대,행정관리/전문직,대학원 졸업,자가,아파트,기혼,600-699만원,600-699만원,200-299만원,N,2,N
C-1307,C04,318,여성,42,40대,전업주부,전문대학 졸업,자가,아파트,기혼,600-699만원,모름/무응답,99만원 이하,N,3,N
C-1308,C06,518,남성,35,30대,사무직,대학교 졸업,월세,아파트,기혼,300-399만원,300-399만원,99만원 이하,N,1,N
C-1309,C05,448,여성,46,40대,전업주부,대학교 졸업,자가,아파트,기혼,600-699만원,모름/무응답,300-399만원,N,2,N
C-1310,C04,348,남성,37,30대,행정관리/전문직,대학원 졸업,자가,아파트,기혼,500-599만원,500-599만원,100-199만원,N,2,N
